Date,UXF07,UXG07,UXH07,UXJ07,UXK07,UXM07,UXN07,UXQ07,UXU07,UXV07,UXX07,UXZ07,UXF08,UXG08,UXH08,UXJ08,UXK08,UXM08,UXN08,UXQ08,UXU08,UXV08,UXX08,UXZ08,UXF09,UXG09,UXH09,UXJ09,UXK09,UXM09,UXN09,UXQ09,UXU09,UXV09,UXX09,UXZ09,UXF10,UXG10,UXH10,UXJ10,UXK10,UXM10,UXN10,UXQ10,UXU10,UXV10,UXX10,UXZ10,UXF11,UXG11,UXH11,UXJ11,UXK11,UXM11,UXN11,UXQ11,UXU11,UXV11,UXX11,UXZ11,UXF12,UXG12,UXH12,UXJ12,UXK12,UXM12,UXN12,UXQ12,UXU12,UXV12,UXX12,UXZ12,UXF13,UXG13,UXH13,UXJ13,UXK13,UXM13,UXN13,UXQ13,UXU13,UXV13,UXX13,UXZ13,UXF14,UXG14,UXH14,UXJ14,UXK14,UXM14,UXN14,UXQ14,UXU14,UXV14,UXX14,UXZ14,UXF15,UXG15,UXH15,UXJ15,UXK15,UXM15,UXN15,UXQ15,UXU15,UXV15,UXX15,UXZ15,UXF16,UXG16,UXH16,UXJ16,UXK16,UXM16,UXN16,UXQ16,UXU16,UXV16,UXX16,UXZ16,UXF17,UXG17,UXH17,UXJ17,UXK17,UXM17,UXN17,UXQ17,UXU17,UXV17,UXX17,UXZ17,UXF18,UXG18,UXH18,UXJ18,UXK18,UXM18,UXN18,UXQ18,UXU18,UXV18,UXX18,UXZ18,UXF19,UXG19,UXH19,UXJ19,UXK19,UXM19,UXN19,UXQ19,UXU19,UXV19,UXX19,UXZ19,UXF0,UXG0,UXH0,UXJ0,UXK0,UXM0,UXN0,UXQ0,UXU0,UXV0,UXX0,UXZ0,VIX,SPX500,AVG,TRI_S,LQD_S,LONG,SHORT,LONG_2,LONG_3,SHORT_1,SHORT_2,Total_Pos,POS_1,POS_2,POS_3,Hedge,Short_Return,Long_Return,Vol40,Proportion
2007-01-18 00:00:00,0,0.012594458,0,-0.007369197,-0.018867925,-0.00608931,0,-0.010471204,0,0,-0.006935687,0,0,0,0,0,-0.002430134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024551464,-0.00297074,13.185,3,0,100,100,45,55,45,55,110,-0.409090909,-0.090909091,0.5,-0.008836877,-0.005152278,-0.003684598,,1
2007-01-19 00:00:00,0,-0.030679934,-0.009302326,-0.011135857,-0.003561254,-0.010211028,0,-0.001984127,0,0,-0.003174603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041474654,0.002895462,13.05,3,0,100,100,40,60,40,60,120,-0.333333333,-0.166666667,0.5,0.006209103,0.011777032,-0.005567929,,1
2007-01-22 00:00:00,0,0.013686912,0.007824726,0.002252252,0.005003574,0,0,-0.003313453,0,0,-0.001910828,0,0,0,0,0,-0.00182704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035576923,-0.005277875,13.115,3,0,100,100,35,65,35,65,130,-0.269230769,-0.230769231,0.5,-0.004364518,-0.005490644,0.001126126,,1
2007-01-23 00:00:00,0,-0.032067511,-0.023291925,-0.001498127,-0.011379801,-0.014442916,-0.005427408,-0.010638298,0,0,-0.007657945,0,0,0,0,0,-0.004270897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03992572,0.003541938,12.955,3,0,100,100,30,70,30,70,140,-0.214285714,-0.285714286,0.5,0.012777382,0.013526445,-0.000749064,,1
2007-01-24 00:00:00,0,-0.013077594,-0.005564388,-0.003750938,-0.010791367,-0.012561061,-0.021145975,-0.004032258,0,0,-0.005787781,0,0,0,0,0,-0.007965686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043520309,0.00850146,12.895,3,0,100,100,25,75,25,75,150,-0.166666667,-0.333333333,0.5,0.002158926,0.004034395,-0.001875469,,1
2007-01-25 00:00:00,0,0.045053004,0.021582734,0.012801205,0.011636364,0.004240283,0.004181185,-0.002699055,0,0,0.003234153,0,0,0,0,0,-0.002470661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134479272,-0.011269816,13.115,3,0,100,100,20,80,20,80,160,-0.125,-0.375,0.5,-0.007324548,-0.013725151,0.006400602,,1
2007-01-26 00:00:00,0,0.004226543,0,0.001486989,-0.000718907,-0.00070373,-0.000693963,-0.00067659,0,0,0.001289491,0,0,0,0,0,-0.000619195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00802139,-0.00120795,13.125,3,0,100,100,15,85,15,85,170,-0.088235294,-0.411764706,0.5,0.000370564,-0.00037293,0.000743494,,1
2007-01-29 00:00:00,0,-0.005892256,0.002347418,-0.001484781,0,0.000704225,0,0.001354096,0,0,-0.000643915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028751123,-0.001096908,13.13,3,0,100,100,10,90,10,90,180,-0.055555556,-0.444444444,0.5,-0.00145834,-0.000715949,-0.00074239,,1
2007-01-30 00:00:00,0,-0.017781541,-0.013270882,-0.007434944,-0.008633094,-0.004926108,0.000694444,-0.000676133,0,0,-0.00193299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04279476,0.005772128,12.995,3,0,100,100,5,95,5,95,190,-0.026315789,-0.473684211,0.5,0.00303667,0.006754143,-0.003717472,,1
2007-01-31 00:00:00,0,-0.007758621,-0.022943038,-0.013483146,-0.001451379,-0.005657709,-0.0055517,-0.0067659,0,0,-0.009683667,0,0,0,0,0,-0.006195787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049270073,0.006592853,12.76,3,0,100,100,0,100,0,100,200,0,-0.5,0.5,0.004729946,0.011471519,-0.006741573,,1
2007-02-01 00:00:00,0,-0.019982624,-0.006477733,-0.006833713,-0.00872093,-0.003556188,-0.001395673,-0.004087193,0,0,-0.001955671,0,0,0,0,0,-0.003740648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010556622,0.005353766,13.36,3,0,100,100,94.73684211,5.263157895,94.73684211,5.263157895,189.4736842,-0.5,0.472222222,0.027777778,-0.000230413,0.003238866,-0.003469279,,1
2007-02-02 00:00:00,0,-0.007092199,-0.002444988,0,0.001466276,0.002855103,-0.00349406,0.002051984,0,0,-0.001959504,0,0,0,0,0,0.003128911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022308438,0.001694399,13.37,3,0,100,100,89.47368421,10.52631579,89.47368421,10.52631579,178.9473684,-0.5,0.441176471,0.058823529,0.001308745,0.001222494,8.62515E-05,,1
2007-02-05 00:00:00,0,-0.003571429,0.003267974,-0.002293578,0.003660322,0,0.002805049,0.000682594,0,0,-0.001308901,0,0,0,0,0,-0.00062383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046626984,-0.00096659,13.38,3,0,100,100,84.21052632,15.78947368,84.21052632,15.78947368,168.4210526,-0.5,0.40625,0.09375,-0.002222598,-0.001633987,-0.000588611,,1
2007-02-06 00:00:00,0,0,-0.020358306,-0.016858238,-0.016776076,-0.012099644,-0.005594406,-0.005457026,0,0,-0.004587156,0,0,0,0,0,-0.001248439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009478673,0.000698001,13.155,3,0,100,100,78.94736842,21.05263158,78.94736842,21.05263158,157.8947368,-0.5,0.366666667,0.133333333,0.001760989,0.010179153,-0.008418164,,1
2007-02-07 00:00:00,0,-0.018817204,-0.011637573,0,0.00074184,-0.004322767,-0.004219409,-0.001371742,0,0,-0.001974984,0,0,0,0,0,0.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030985915,0.001395028,13.16,3,0,100,100,73.68421053,26.31578947,73.68421053,26.31578947,147.3684211,-0.5,0.321428571,0.178571429,0.005951258,0.005818786,0.000132471,,1
